pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
WASP-66 b,WASP-66,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,4.086052,0.0546,15.581,1.39,737.335,2.32,Mass,0.11,,,0.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,,6580.0,1.75,1.3,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,500.258,11.605,10.452,11.5904,2018-04-25,2012-10,2014-05-14
WASP-66 b,WASP-66,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.08605,,15.6926,1.4,746.9005,2.35,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6600.0,1.76,1.33,-0.31,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,500.258,11.605,10.452,11.5904,2018-04-25,2017-03,2018-04-26
WASP-66 b,WASP-66,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,4.086052,0.0546,15.58051,1.39,737.3656,2.32,Mass,0.0,,,0.0,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,,6600.0,1.75,1.3,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,500.258,11.605,10.452,11.5904,2019-06-24,2016-05,2019-06-27
WASP-67 b,WASP-67,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,4.61442,0.0517,15.693,1.4,133.483,0.42,Mass,0.2,,,0.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,,5240.0,0.87,0.87,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,12.537,10.129,11.9141,2018-04-25,2012-10,2014-05-14
WASP-67 b,WASP-67,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.61442,,12.89035,1.15,136.6669,0.43,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5200.0,0.88,0.91,-0.07,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,12.537,10.129,11.9141,2018-04-25,2017-03,2018-04-26
WASP-67 b,WASP-67,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.6144109,0.05179,15.6926,1.4,133.4886,0.42,Mass,0.015,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5200.0,0.87,0.87,-0.07,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,12.537,10.129,11.9141,2019-03-18,2017-06,2019-03-21
WASP-67 b,WASP-67,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...568A.127M/abstract target=ref>Mancini et al. 2014</a>,4.61,0.051,12.229,1.091,129.034,0.406,Mass,,,1003.0,0.0,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...568A.127M/abstract target=ref>Mancini et al. 2014</a>,,,0.817,0.829,,,4.533,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,12.537,10.129,11.9141,2020-11-24,2014-08,2020-12-03
WASP-68 b,WASP-68,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5.084298,0.06219,13.89916,1.24,304.16331,0.957,Mass,0.023,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5910.0,1.69,1.24,0.22,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,10.674,8.948,10.4092,2019-03-18,2017-06,2019-03-21
WASP-68 b,WASP-68,1,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.0843,,14.79588,1.32,343.2564,1.08,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5910.0,1.79,1.49,0.22,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,10.674,8.948,10.4092,2018-04-25,2017-03,2018-04-26
WASP-68 b,WASP-68,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,5.084298,0.06206,13.9,1.24,301.93,0.95,Mass,0.0,,1490.0,0.0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,G0,5911.0,1.69,1.24,0.22,[Fe/H],4.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,10.674,8.948,10.4092,2018-04-25,2014-03,2014-05-14
WASP-69 b,WASP-69,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.8681382,0.04525,9.113,1.057,82.632,0.26,Mass,0.0,,963.0,0.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,K5,4715.0,0.813,0.826,0.144,[Fe/H],4.535,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,9.873,7.459,9.48466,2018-04-25,2014-12,2014-10-15
WASP-69 b,WASP-69,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>,3.8681382,0.04525,11.847913,1.057,82.6358,0.26,Mass,0.0,,963.0,0.0,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>,,4700.0,0.813,0.826,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,9.873,7.459,9.48466,2019-11-27,2017-12,2019-12-05
WASP-69 b,WASP-69,1,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.86814,,12.44199,1.11,92.1707,0.29,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4700.0,0.86,0.98,0.15,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,9.873,7.459,9.48466,2018-04-25,2017-03,2018-04-26
WASP-69 b,WASP-69,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.8681382,0.04527,11.847913,1.057,79.4575,0.25,Mass,0.11,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,4700.0,0.813,0.826,0.15,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,9.873,7.459,9.48466,2019-03-18,2017-06,2019-03-21
WASP-7 b,WASP-7,0,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.9546416,0.06188,15.277867,1.363,344.20989,1.083,Mass,0.049,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6400.0,1.466,1.285,0.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671,2019-03-18,2017-06,2019-03-21
WASP-7 b,WASP-7,0,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,4.9546416,0.0619,15.277867,1.363,305.1168,0.96,Mass,,,1502.0,0.0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,6400.0,1.466,1.285,0.0,[Fe/H],4.215,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671,2018-05-14,2011-11,2016-01-14
WASP-7 b,WASP-7,0,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L..89H/abstract target=ref> Hellier et al. 2008 </a>,4.954658,0.0618,10.256235,0.915,305.1168,0.96,Mass,0.0,,1379.0,0.0,<a refstr=HELLIER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L..89H/abstract target=ref> Hellier et al. 2008 </a>,,6400.0,1.236,1.28,,,4.363,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671,2018-05-14,2009-01,2018-05-10
WASP-7 b,WASP-7,1,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,4.9546416,0.0617,14.90797,1.33,305.1168,0.96,Mass,,,1487.0,0.0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,,6400.0,1.432,1.276,0.0,[Fe/H],4.232,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671,2018-05-14,2011-03,2016-01-14
WASP-7 b,WASP-7,0,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.9546416,0.0624,15.401166,1.374,311.4734,0.98,Mass,,,1530.0,0.0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6520.0,1.478,1.317,0.0,[Fe/H],4.218,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671,2018-05-14,2012-10,2016-01-14
WASP-7 b,WASP-7,0,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.95466,,11.99363,1.07,397.2875,1.25,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6400.0,1.44,1.91,0.0,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671,2018-09-04,2017-03,2018-09-06
WASP-70 A b,WASP-70 A,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.7130203,0.04855,13.047276,1.164,189.74451,0.597,Mass,0.053,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5700.0,1.215,1.106,-0.01,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821,222.355,10.786,9.58,11.0323,2019-03-18,2017-06,2019-03-21
WASP-70 A b,WASP-70 A,1,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.7130203,0.04853,13.047,1.164,187.512,0.59,Mass,0.0,,1387.0,0.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,G4,5763.0,1.215,1.106,-0.006,[Fe/H],4.314,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821,222.355,10.786,9.58,11.0323,2014-10-15,2014-12,2014-10-15
WASP-71 b,WASP-71,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=SMITH_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A.120S/abstract target=ref> Smith et al. 2013 </a>,2.9036747,0.04619,16.37,1.46,712.545,2.242,Mass,0.0,,2049.0,0.0,<a refstr=SMITH_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A.120S/abstract target=ref> Smith et al. 2013 </a>,F8,6059.0,2.26,1.559,0.14,[Fe/H],3.92,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.715,10.56,9.32,10.5678,2018-04-25,2013-04,2014-05-14
WASP-71 b,WASP-71,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.90367,,13.22662,1.18,441.7837,1.39,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6050.0,1.82,0.76,0.15,[Fe/H],3.9,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.715,10.56,9.32,10.5678,2018-04-25,2017-03,2018-04-26
WASP-71 b,WASP-71,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.9036747,0.04622,16.36514,1.46,706.21826,2.222,Mass,0.019,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6050.0,2.26,1.559,0.14,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.715,10.56,9.32,10.5678,2019-03-18,2017-06,2019-03-21
WASP-72 b,WASP-72,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,2.2167421,0.03708,14.24,1.27,491.3763,1.5461,Mass,0.0,,2210.0,0.0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,F7,6250.0,1.98,1.386,-0.06,[Fe/H],3.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,10.868,9.617,10.8378,2018-04-25,2013-04,2014-05-14
WASP-72 b,WASP-72,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,2.216742,,14.23543,1.27,491.396963,1.5461,Mass,0.0,,,0.0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,,,1.98,1.386,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,10.868,9.617,10.8378,2019-11-27,2018-11,2019-12-05
WASP-72 b,WASP-72,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.2167421,0.03711,14.23543,1.27,459.58218,1.446,Mass,0.017,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6250.0,1.98,1.386,-0.06,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,10.868,9.617,10.8378,2019-03-18,2017-06,2019-03-21
WASP-72 b,WASP-72,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21673,,14.45961,1.29,731.009,2.3,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6250.0,2.18,2.78,-0.06,[Fe/H],4.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,10.868,9.617,10.8378,2018-04-25,2017-03,2018-04-26
WASP-73 b,WASP-73,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.08722,0.05517,13.00244,1.16,597.20257,1.879,Mass,0.017,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6030.0,2.07,1.34,0.14,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.678,10.468,9.028,10.2607,2019-03-18,2017-06,2019-03-21
WASP-73 b,WASP-73,1,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.08722,,15.91678,1.42,908.9938,2.86,Mass,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6030.0,2.55,2.52,0.14,[Fe/H],3.93,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.678,10.468,9.028,10.2607,2018-04-25,2017-03,2018-04-26
WASP-73 b,WASP-73,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,4.08722,0.05512,13.002,1.16,597.5,1.88,Mass,0.0,,1790.0,0.0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,F9,6036.0,2.07,1.34,0.14,[Fe/H],3.93,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.678,10.468,9.028,10.2607,2018-04-25,2014-03,2014-05-14
WASP-74 b,WASP-74,0,1,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5168M/abstract target=ref>Mancini et al. 2019</a>,2.1377445,0.03443,15.737436,1.404,262.52758,0.826,Mass,,,1926.0,0.0,<a refstr=MANCINI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5168M/abstract target=ref>Mancini et al. 2019</a>,,5984.0,1.536,1.191,0.34,[Fe/H],4.141,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h18m09.32s,304.538843,-01d04m33.61s,-1.0760033,149.216,9.75,8.221,9.5723,2020-11-24,2019-06,2020-12-03
