pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-287 b,K2-287,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..100J/abstract target=ref>Jord&aacute;n et al. 2019</a>,14.893291,0.1206,9.494023,0.847,100.11645,0.315,Mass,0.478,,804.0,0.0,<a refstr=JORD_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..100J/abstract target=ref>Jord&aacute;n et al. 2019</a>,,5695.0,1.07,1.056,0.2,[Fe/H],4.398,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h32m17.84s,233.0743401,-22d21m30.04s,-22.3583447,158.335,11.41,9.188,11.067,2019-01-03,2019-03,2019-01-10
K2-29 b,K2-29,0,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,3.2589263,0.04097,11.209,1.0,194.82979,0.613,Mass,0.084,,1076.0,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,K1 V,5222.0,0.748,0.864,0.0,[Fe/H],4.626,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h10m40.90s,62.670422,+24d24m05.96s,24.4016558,178.475,12.532,10.062,12.2008,2016-04-13,2016-06,2016-04-14
K2-29 b,K2-29,1,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,3.2588321,0.04217,13.33871,1.19,232.0159,0.73,Mass,0.066,,1171.0,0.0,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,G7 V,5358.0,0.86,0.94,0.16,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h10m40.90s,62.670422,+24d24m05.96s,24.4016558,178.475,12.532,10.062,12.2008,2016-03-23,2016-06,2016-03-24
K2-290 b,K2-290,1,3,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,9.21165,0.0923,3.06,0.27299491,10.9,0.03429506,Mass,0.0,,1230.0,0.0,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,,6302.0,1.511,1.194,-0.06,[Fe/H],4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.909,11.114,9.42,10.8204,2019-01-22,2019-04,2019-01-24
K2-290 c,K2-290,1,3,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,48.36685,0.305,11.276254,1.006,246.00042,0.774,Mass,0.0,,676.0,0.0,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,,6302.0,1.511,1.194,-0.06,[Fe/H],4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.909,11.114,9.42,10.8204,2019-01-22,2019-04,2019-01-24
K2-291 b,K2-291,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,2.225177,0.03261,1.589,0.14176108,6.49,0.02041972,Mass,0.0,633.0,,0.0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,,5520.0,0.899,0.934,0.08,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m47.03s,76.44594,+21d32m53.52s,21.548199,90.0562,10.014,8.353,9.86639,2019-01-22,2019-03,2019-01-24
K2-291 b,K2-291,0,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,2.225,,1.582,0.14113659,6.4,0.02013655,Mass,,,,0.0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,5520.0,0.904,0.926,0.08,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m47.03s,76.44594,+21d32m53.52s,21.548199,90.0562,10.014,8.353,9.86639,2019-08-23,2019-09,2019-08-29
K2-292 b,K2-292,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,16.9841,0.13,2.63,0.23463288,24.5,0.07708523,Mass,0.04,67.0,795.0,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,G3 V,5725.0,1.09,1.0,0.07,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m30.21s,205.3758786,-09d56m45.85s,-9.9460704,114.293,9.885,8.407,9.75597,2019-02-05,2019-03,2019-02-07
K2-295 b,K2-295,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,4.024867,0.0451,10.054473,0.897,106.47305,0.335,Mass,0.0,,852.0,0.0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,K5 V,4444.0,0.7,0.74,0.14,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h18m26.43s,19.6101417,+06d49m00.22s,6.8167277,232.801,13.8941,,13.5184,2019-05-20,2019-06,2019-05-23
K2-3 b,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.054626,0.0778,2.25,0.2007319,6.47,0.0203569,Mass,0.094,11.6,513.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,0.6,0.62,-0.01,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2023-04-17,2023-04,2023-04-17
K2-3 b,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,10.05454,0.0777,2.29,0.20430012,6.6,0.02076582,Mass,,,,0.0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,,3835.0,0.6,0.62,-0.01,[Fe/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2018-07,2020-05-07
K2-3 b,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,10.05403,,2.14,0.19091801,8.1,0.02548532,Mass,0.0,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,3896.0,0.561,0.601,-0.32,[Fe/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2016-06,2016-05-05
K2-3 b,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,10.05429,0.0775,2.078,0.18538674,8.4,0.02642922,Mass,0.06,,,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,,,0.553,0.612,,,4.734,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2015-09,2015-10-15
K2-3 b,K2-3,1,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,10.0546535,0.0747,2.078,0.18538706,5.11,0.01607786,Mass,0.107,10.5,501.3,0.0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,M V,3844.0,0.546,0.549,-0.157,[Fe/H],4.704,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2023-07-10,2022-11,2023-07-10
K2-3 c,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,24.6454,,1.72,0.15344812,4.2,0.01321461,Mass,0.0,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,3896.0,0.561,0.601,-0.32,[Fe/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2016-06,2016-05-05
K2-3 c,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,24.6491,0.1405,1.644,0.14666786,2.1,0.00660731,Mass,0.04,,,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,,,0.553,0.612,,,4.734,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2015-09,2015-10-15
K2-3 c,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,24.64638,0.1413,1.77,0.15790882,3.1,0.00975364,Mass,,,,0.0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,,3835.0,0.6,0.62,-0.01,[Fe/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2018-07,2020-05-07
K2-3 c,K2-3,1,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,24.646729,0.1357,1.582,0.14113683,2.68,0.00843222,Mass,0.048,3.17,371.8,0.0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,M V,3844.0,0.546,0.549,-0.157,[Fe/H],4.704,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2023-07-10,2022-11,2023-07-10
K2-3 c,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,24.646582,0.1414,1.69,0.15077196,3.3,0.01038296,Mass,0.095,3.51,381.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,0.6,0.62,-0.01,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2023-04-17,2023-04,2023-04-17
K2-3 d,K2-3,1,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,44.55603,0.2014,1.458,0.13007427,2.2,0.00692197,Mass,0.091,1.44,305.2,0.0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,M V,3844.0,0.546,0.549,-0.157,[Fe/H],4.704,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2023-07-10,2022-11,2023-07-10
K2-3 d,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,44.556456,0.2097,1.62,0.14452697,1.6,0.00503416,Mass,0.097,1.6,312.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,0.6,0.62,-0.01,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2023-04-17,2023-04,2023-04-17
K2-3 d,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,44.55764,0.2097,1.65,0.14720314,1.8,0.0056634,Mass,,,,0.0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,,3835.0,0.6,0.62,-0.01,[Fe/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2018-07,2020-05-07
K2-3 d,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,44.5631,,1.52,0.13560532,7.5,0.02359752,Mass,0.0,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,3896.0,0.561,0.601,-0.32,[Fe/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2016-06,2016-05-05
K2-3 d,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,44.5705,0.2086,1.53,0.13649746,11.1,0.03492433,Mass,0.045,,,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,,,0.553,0.612,,,4.734,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,2020-05-04,2015-09,2015-10-15
K2-30 b,K2-30,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4402B/abstract target=ref>Brahm et al. 2016</a>,4.09849,0.0419,11.982421,1.069,187.20187,0.589,Mass,0.08,,1203.0,0.0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4402B/abstract target=ref>Brahm et al. 2016</a>,G,5575.0,0.839,0.917,0.06,[Fe/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,13.547,11.088,13.2056,2016-07-06,2016-12,2016-07-07
K2-30 b,K2-30,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>,4.098507,0.04986,13.405964,1.196,198.00809,0.623,Mass,0.027,,1185.0,0.0,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>,G8 V,5581.0,0.941,0.984,0.136,[Fe/H],4.484,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,13.547,11.088,13.2056,2016-06-01,2016-10,2016-06-03
K2-30 b,K2-30,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,4.098503,0.04839,11.646151,1.039,184.02357,0.579,Mass,0.0,,1092.0,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,0.844,0.9,-0.15,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,13.547,11.088,13.2056,2016-04-13,2016-06,2016-04-14
K2-31 b,K2-31,1,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=GRZIWA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..132G/abstract target=ref>Grziwa et al. 2016</a>,1.25785,0.022,11.88154,1.06,563.83042,1.774,Mass,0.0,,,0.0,<a refstr=GRZIWA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..132G/abstract target=ref>Grziwa et al. 2016</a>,G7 V,5280.0,0.78,0.91,0.08,[Fe/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,10.802,8.866,10.5371,2016-11-30,2016-11,2016-12-01
K2-32 b,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,8.992,0.0795,5.299,0.47274593,15.0,0.04719528,Mass,0.03,,837.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,0.86,0.83,-0.06,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,12.304,9.821,12.0036,2021-05-17,2020-08,2021-05-17
K2-32 b,K2-32,0,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,8.99218,,5.38,0.47997145,21.1,0.06638769,Mass,0.0,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5315.0,0.87,0.87,0.0,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,12.304,9.821,12.0036,2019-06-03,2016-06,2016-05-05
K2-32 b,K2-32,0,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,8.99213,0.08036,5.13,0.45766795,16.5,0.05191455,Mass,0.0,77.7,817.0,0.0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,5275.0,0.845,0.856,-0.02,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,12.304,9.821,12.0036,2019-06-03,2017-04,2017-02-09
K2-32 c,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,20.66093,0.13843,3.134,0.27959723,8.1,0.02548545,Mass,0.049,,634.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,0.86,0.83,-0.06,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,12.304,9.821,12.0036,2021-05-17,2020-08,2021-05-17
K2-32 c,K2-32,0,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,20.65614,,3.48,0.31046481,8.1,0.02548532,Mass,0.0,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5315.0,0.87,0.87,0.0,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,12.304,9.821,12.0036,2019-06-03,2016-06,2016-05-05
