pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate,pl_surf_temp,score_radius,score_insolation,score_eccentricity,score_orbital_period,score_temp,score,habitability_category,pl_gravity,total_score
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.3219225,0.00709,0.699,0.06236071,0.633,0.00199164,Mass,0.06,579,1365,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522,0.458,0.455,-0.01,[Fe/H],4.776,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,10.153,5.78,9.15159,8/10/2023,2023-07,8/10/2023,,6.989999999999999,0,8.268,0.001970479,0,3.051994095890411,Category 3,,3.051994095890411
Kepler-138 c,Kepler-138,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,13.7815,0.0913,1.51,0.13471341,2.3,0.00723661,Mass,0.017,6.8,410,1,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,,3841,0.535,0.535,-0.18,[Fe/H],4.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624,13.04,9.506,12.4715,1/4/2023,2022-12,1/4/2023,,4.9,0,9.988,0.3707260273972608,0,3.051745205479452,Category 3,,3.051745205479452
Kepler-138 d,Kepler-138,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,23.0923,0.1288,1.51,0.13471341,2.1,0.00660734,Mass,0.01,3.4,345,1,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,,3841,0.535,0.535,-0.18,[Fe/H],4.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624,13.04,9.506,12.4715,1/4/2023,2022-12,1/4/2023,,4.9,0,9.732,0.6258164383561642,0,3.051563287671233,Category 3,,3.051563287671233
K2-136 b,K2-136,1,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,7.9752,0.0707,1.014,0.09046318,4.3,0.01352931,Mass,0.14,33.5,610,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500,0.677,0.742,-0.02,[M/H],4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,11.101,8.368,10.8545,4/10/2023,2023-04,4/10/2023,,9.86,0,5.068,0.21164931506849172,0,3.027929863013698,Category 3,,3.027929863013698
L 98-59 b,L 98-59,1,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,2.2531136,0.02191,0.85,0.07583205,0.4,0.00125854,Mass,0.103,24.7,627,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,M3 V,3415,0.303,0.273,-0.46,[Fe/H],4.86,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,11.685,7.101,10.5976,8/23/2021,2021-09,8/23/2021,,8.5,0,6.548,0.054879824657534826,0,3.020575964931507,Category 3,,3.020575964931507
TOI-561 b,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.4465688,0.0106,1.425,0.1271302,2,0.0062927,Mass,0,4745,2310,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372,0.843,0.806,-0.4,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,10.252,8.394,10.0128,3/15/2023,2022-04,3/15/2023,,5.75,0,9.332,0.005385447,0,3.0174770893150686,Category 3,,3.0174770893150686
Kepler-107 d,Kepler-107,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,7.95839,0.08377,0.86,0.07672419,7.7,0.02422691,Mass,0.11,315,1173,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5854,1.447,1.238,0.321,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m06.76s,297.028162,+48d12m30.97s,48.2086019,525.997,12.543,11.06,12.4627,4/17/2023,2023-04,4/17/2023,,8.6,0,6.268000000000001,0.2111887671232875,0,3.0158377534246577,Category 3,,3.0158377534246577
K2-36 b,K2-36,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,1.422614,0.0223,1.43,0.12757605,3.9,0.01227071,Mass,0,529,1224,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,,4916,0.718,0.79,-0.09,[Fe/H],4.621,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,11.726,9.454001,11.527,8/9/2019,2019-04,8/15/2019,,5.700000000000001,0,9.332,0.032126411,0,3.0128252821917814,Category 3,,3.0128252821917814
TOI-2134 c,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,95.5,0.371,7.27,0.64858707,41.89,0.13180068,Mass,0.67,1.4,306,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580,0.709,0.744,0.12,[Fe/H],4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202,8.933,6.091,8.5077,11/28/2023,2023-10,11/28/2023,,0,6.000000000000001,0,2.609589041095891,6.4,3.0019178082191784,Category 3,,3.0019178082191784
TOI-771 b,TOI-771,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250418223L/abstract target=ref>Lacedelli et al. 2025</a>,2.3260155,0.0208,1.36,0.12133128,2.47,0.00777149,Mass,0.055,14,543,0,<a refstr=LACEDELLI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250418223L/abstract target=ref>Lacedelli et al. 2025</a>,M3,3370,0.232,0.22,-0.13,[Fe/H],4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h56m27.33s,164.1138903,-72d59m06.62s,-72.9851736,25.2788,14.888,9.664,13.3671,5/5/2025,2025-04,5/5/2025,,6.399999999999999,0,8.468,0.056877137,0,2.984975427,Category 3,,2.984975427
Kepler-37 c,Kepler-37,1,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,21.301848,0.139,0.755,0.0673567,1.3,0.00409026,Mass,0.099,23.9,615,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5357,0.789,0.79,-0.36,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,9.770001,7.942,9.54988,4/17/2023,2023-04,4/17/2023,,7.55,0,6.707999999999999,0.5767629589041103,0,2.9669525917808217,Category 3,,2.9669525917808217
Kepler-93 b,Kepler-93,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,4.72673978,0.05343,1.478,0.13185856,4.66,0.014662,Mass,0,275,1133,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5669,0.919,0.911,-0.18,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m40.35s,291.4181275,+38d40m20.32s,38.6723124,95.9115,9.996,8.37,9.86249,4/17/2023,2023-04,4/17/2023,,5.220000000000001,0,9.332,0.12265040493150714,0,2.9349300809863017,Category 3,,2.9349300809863017
TOI-1685 b,TOI-1685,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,0.66913924,0.01138,1.468,0.13096641,3.03,0.00953345,Mass,0,236,1062,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,M2.65 V,3575,0.4555,0.454,0.3,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.6153,13.378,8.758,12.2956,8/7/2024,2024-05,8/7/2024,,5.32,0,9.332,0.011483266849314333,0,2.932696653369863,Category 3,,2.932696653369863
TOI-512 b,TOI-512,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250214472R/abstract target=ref>Rodrigues et al. 2025</a>,7.18886,,1.54,0.13738983,3.57,0.01123248,Mass,0.02,127,1009,0,<a refstr=RODRIGUES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250214472R/abstract target=ref>Rodrigues et al. 2025</a>,,5277,0.89,0.74,-0.11,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h26m35.21s,96.6467023,-38d36m25.95s,-38.6072095,67.3975,9.735,7.797,9.48032,3/9/2025,2025-02,3/9/2025,,4.6,0,9.868,0.19010575342465685,0,2.9316211506849315,Category 3,,2.9316211506849315
Kepler-10 b,Kepler-10,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.8374907,0.01685,1.47,0.13114484,3.26,0.01025711,Mass,0,3820,2188,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5708,1.065,0.91,-0.15,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,11.043,9.496,10.9191,4/17/2023,2023-04,4/17/2023,,5.300000000000001,0,9.332,0.016095635616437676,0,2.9296191271232876,Category 3,,2.9296191271232876
LTT 3780 b,LTT 3780,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,0.768377,0.01203,1.35,0.12043914,2.34,0.00736246,Mass,0.064,116,1000,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,M3.5 V,3360,0.382,0.379,0.09,[Fe/H],4.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,13.14,8.204001,11.8465,8/3/2021,2020-10,8/3/2021,,6.499999999999999,0,8.108,0.014202109589041001,0,2.9244404219178084,Category 3,,2.9244404219178084
GJ 9827 c,GJ 9827,0,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3.648096,0.03925,1.241,0.11071479,1.3,0.00409026,Mass,0.094,73,813,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4305,0.602,0.606,-0.26,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,10.37,7.193,9.83773,4/17/2023,2023-04,4/17/2023,,7.589999999999999,0,6.9079999999999995,0.093098521,0,2.9182197041095885,Category 3,,2.9182197041095885
KOI-4777.01,KOI-4777,1,1,1,Transit,2022,Kepler,Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....3C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,0.412,0.008,0.51,0.04549923,99.2,0.3121181,Mass,0,320,1180,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....3C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,,3515,0.4,0.41,0.1,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m02.92s,287.2621474,+42d01m56.01s,42.0322257,172.245,16.413,12.449,15.8525,1/10/2022,2022-01,1/10/2022,,5.1,0,9.332,0.004438356,0,2.887287671232877,Category 3,,2.887287671232877
HD 25463 c,HD 25463,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,3.04405,0.0435,1.5,0.13382127,4.1,0.01290004,Mass,0,1413.5,1707,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,,6220,1.41,1.19,-0.2,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,45.6181,6.91134,5.706,6.77613,7/12/2024,2023-10,7/12/2024,,5,0,9.332,0.076549315,0,2.881709863013699,Category 3,,2.881709863013699
K2-141 b,K2-141,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.2803244,0.00747,1.51,0.13471341,4.97,0.01563737,Mass,0,3260,2103,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4570,0.681,0.708,0,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,11.454,8.401,10.7217,4/17/2023,2023-04,4/17/2023,,4.9,0,9.332,0.000830805,0,2.8465661610958906,Category 3,,2.8465661610958906
TOI-1266 c,TOI-1266,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,18.80151,0.1058,1.56,0.13917388,2.2,0.00692194,Mass,0.04,2.3,344,1,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,M3,3600,0.42,0.45,-0.5,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,12.941,8.84,12.1222,10/1/2020,2020-10,10/8/2020,,4.3999999999999995,0,9.068,0.5082605479452056,0,2.795252109589041,Category 3,,2.795252109589041
HD 260655 c,HD 260655,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588,0.04749,1.533,0.13676533,3.09,0.00972223,Mass,0.038,16.1,557,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803,0.439,0.439,-0.43,[Fe/H],5.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055,9.63,5.862,8.876041,6/27/2022,2022-04,6/27/2022,,4.670000000000001,0,9.148,0.14947616438356093,0,2.7934952328767126,Category 3,,2.7934952328767126
EPIC 201595106 b,EPIC 201595106,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,0.87724,0.0177,1.565,0.13962019,7.67,0.02413252,Mass,0,2852,2038,0,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,,5679,0.98,0.958,0.01,[Fe/H],4.435,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1,11.746,10.218,11.6477,1/29/2025,2024-11,1/29/2025,,4.3500000000000005,0,9.332,0.017184658,0,2.739836932,Category 3,,2.739836932
K2-3 c,K2-3,1,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,24.646729,0.1357,1.582,0.14113683,2.68,0.00843222,Mass,0.048,3.17,371.8,0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,M V,3844,0.546,0.549,-0.157,[Fe/H],4.704,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,12.168,8.561,11.4785,7/10/2023,2022-11,7/10/2023,,4.18,0,8.748,0.6684035342465755,0,2.719280706849315,Category 3,,2.719280706849315
HD 219134 b,HD 219134,1,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,3.092926,0.03876,1.602,0.14292087,4.74,0.01491363,Mass,0,176.2,1015,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699,0.778,0.81,0.11,[Fe/H],4.567,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,5.56911,3.261,5.2402,3/14/2017,2017-03,3/16/2017,,3.9799999999999986,0,9.332,0.077888384,0,2.6779776767123282,Category 3,,2.6779776767123282
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,5.3587657,0.03813,1.305,0.1164245,2.87,0.00903003,Mass,0.11,5.4,424,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340,0.265,0.257,-0.34,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,10.59,6.496,10.0469,1/24/2022,2021-07,1/24/2022,,6.950000000000001,0,6.268000000000001,0.13996618356164348,0,2.671593236712329,Category 3,,2.671593236712329
HD 219134 c,HD 219134,1,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,6.76458,0.0653,1.511,0.13480239,4.36,0.01371803,Mass,0.062,62.1,782,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699,0.778,0.81,0.11,[Fe/H],4.567,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,5.56911,3.261,5.2402,3/14/2017,2017-03,3/16/2017,,4.890000000000001,0,8.188,0.17848164383561738,0,2.6512963287671236,Category 3,,2.6512963287671236
HD 80653 b,HD 80653,1,1,2,Transit,2020,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.719573,0.01661,1.613,0.14390247,5.72,0.01799713,Mass,0,6130,2463,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5959,1.22,1.18,0.255,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m21.38s,140.3390845,+14d22m04.33s,14.3678691,109.86,9.452,8.018,9.30733,4/17/2023,2023-04,4/17/2023,,3.87,0,9.332,0.012865013698631245,0,2.6429730027397267,Category 3,,2.6429730027397267
TOI-1416 b,TOI-1416,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,1.0697568,0.019,1.62,0.14452697,3.48,0.0109493,Mass,0,883,1517,0,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,G9 V,4884,0.793,0.798,0.08,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h27m41.64s,216.9234892,+41d57m10.75s,41.9529862,55.0135,9.91,7.708,9.65254,6/12/2023,2023-05,6/12/2023,,3.799999999999999,0,9.332,0.022459090410958282,0,2.6308918180821914,Category 3,,2.6308918180821914
